GivenName	Latitude	Pounds	Birthday
Dylan	4304.18	170.9	1964-03-29
Lawrence	4187.92	246.6	1964-03-30
Michelle	3995.54	119.2	1964-03-31
Mary	4077.49	215.8	1964-04-01
Crystal	3609.29	192.1	1964-04-02
Richard	3946.98	237.6	1964-04-03
Bobby	4016.92	145.9	1964-04-04
James	4080.63	240.7	1964-04-05
Charles	3141.57	148.7	1964-04-06
Michael	3352.02	141.7	1964-04-07
Daniel	3279.40	189.6	1964-04-08
Gwendolyn	3056.20	148.1	1964-04-09
Cornelius	3910.96	209	1964-04-10
Suzanne	3399.25	119.7	1964-04-11
Luis	4359.04	151.1	1964-04-12
Robert	6490.81	218.9	1964-04-13
Steve	3884.65	241.3	1964-04-14
Diedra	4015.07	128	1964-04-15
Patricia	2671.95	228.1	1964-04-16
Louise	3044.74	137.5	1964-04-17
Sirena	4087.90	165.7	1964-04-18
Peggy	4021.15	141.9	1964-04-19
Mary	3285.87	118.4	1964-04-20
Silvia	3988.71	205.3	1964-04-21
John	3950.82	164.1	1964-04-22
Virginia	4211.83	206.4	1964-04-23
William	3332.68	166.1	1964-04-24
John	3798.35	126.3	1964-04-25
Douglas	3783.33	223.5	1964-04-26
Tanisha	4152.13	161.9	1964-04-27
Emilio	2970.31	231.9	1964-04-28
Denise	3982.97	110.7	1964-04-29
Kelly	3805.09	219.8	1964-04-30
Melissa	3395.32	209	1964-05-01
Brandy	4257.31	176.9	1964-05-02
Suzanne	4349.94	136.6	1964-05-03
Nicole	3883.79	139	1964-05-04
Ezra	4457.96	252.6	1964-05-05
Orlando	3985.69	249	1964-05-06
Ryan	3800.34	214.3	1964-05-07
Brenda	4023.11	108.5	1964-05-08
Nathan	4226.62	169.2	1964-05-09
Edgar	3730.83	180.4	1964-05-10
Robert	3255.73	181.9	1964-05-11
Alice	3861.27	204.4	1964-05-12
Connie	2857.42	198.7	1964-05-13
Shirley	4088.76	207.9	1964-05-14
Lloyd	4070.16	163.9	1964-05-15
Lynette	4205.48	231	1964-05-16
Samuel	3902.60	171.8	1964-05-17
Zena	3889.01	108.9	1964-05-18
Rosie	4138.77	154.4	1964-05-19
Richard	3529.89	253	1964-05-20
Robert	2600.54	224.2	1964-05-21
Michael	3880.33	155.1	1964-05-22
Jeffery	4307.35	152.2	1964-05-23
Kristine	3487.04	189.9	1964-05-24
Michael	4231.02	131.3	1964-05-25
Denise	3869.85	177.8	1964-05-26
Laura	3238.10	153.8	1964-05-27
Irene	3819.84	164.1	1964-05-28
Pamela	3453.19	121.9	1964-05-29
Conrad	2670.45	153.8	1964-05-30
Anthony	3389.31	143	1964-05-31
Nellie	4074.68	225.3	1964-06-01
Katherine	3743.83	157.5	1964-06-02
Beth	4043.69	196.2	1964-06-03
Larry	4246.63	202.8	1964-06-04
Martin	3667.07	188.5	1964-06-05
Rita	4180.28	159.5	1964-06-06
David	4180.00	176	1964-06-07
Nickolas	3842.81	166.8	1964-06-08
Sharon	3910.23	180.8	1964-06-09
Lewis	3131.16	130.7	1964-06-10
Paul	4758.23	209	1964-06-11
Naomi	3165.07	227.9	1964-06-12
Ralph	4319.57	147.2	1964-06-13
Kimberly	3297.63	218.2	1964-06-14
Danica	3595.37	185.2	1964-06-15
Arthur	3992.87	157.1	1964-06-16
Johnny	3941.00	167.2	1964-06-17
Cassandra	4247.91	221.3	1964-06-18
Victoria	3483.52	160.8	1964-06-19
Ricky	2967.71	216.9	1964-06-20
Betty	3277.85	163.7	1964-06-21
Edythe	4297.31	119.7	1964-06-22
Dorothy	3155.28	124.3	1964-06-23
Lashaun	3410.25	181.3	1964-06-24
Sherri	3784.25	157.1	1964-06-25
Wayne	3608.80	166.5	1964-06-26
Cassie	3374.47	200.4	1964-06-27
Linda	2790.05	143	1964-06-28
Colin	3511.34	166.5	1964-06-29
Manuel	4186.40	189.4	1964-06-30
Elizabeth	3613.08	134	1964-07-01
William	3104.54	188.3	1964-07-02
Emilio	4339.24	220.2	1964-07-03
Wayne	4303.42	188.5	1964-07-04
Larae	3469.37	205.7	1964-07-05
Faye	4204.14	149.8	1964-07-06
Gina	4488.90	191.2	1964-07-07
Joanna	4766.50	119.2	1964-07-08
Jennifer	3266.92	129.8	1964-07-09
Annette	4084.76	144.3	1964-07-10
Toni	3028.39	125.4	1964-07-11
Sara	3888.84	219.8	1964-07-12
Jacqueline	4166.98	183.3	1964-07-13
Mae	3876.03	191.4	1964-07-14
Daniel	2793.03	158.8	1964-07-15
Patricia	3387.92	129.1	1964-07-16
Johnny	2952.56	165	1964-07-17
Lois	2863.19	186.6	1964-07-18
Juanita	2658.70	194.5	1964-07-19
Thomas	4703.22	250.4	1964-07-20
Brandon	3795.11	172.9	1964-07-21
Glen	3947.87	219.8	1964-07-22
Daniel	4161.54	233	1964-07-23
Karen	3818.64	158.8	1964-07-24
William	4080.87	143.7	1964-07-25
Lawrence	4066.74	176.7	1964-07-26
Bryan	3384.79	173.1	1964-07-27
Maria	4116.37	151.6	1964-07-28
Fredda	4490.85	224.2	1964-07-29
Madeline	3783.08	174.7	1964-07-30
Robert	4681.13	216	1964-07-31
Glenn	3422.10	236.5	1964-08-01
Rodney	4378.77	119.9	1964-08-02
Francis	3398.25	207.9	1964-08-03
Shena	4197.13	176.7	1964-08-04
Sarah	3673.28	170.3	1964-08-05
Julie	4246.85	226.2	1964-08-06
Johnny	4293.28	225.3	1964-08-07
Edward	3117.78	157.3	1964-08-08
Anne	3947.90	215.6	1964-08-09
Alan	2623.57	232.3	1964-08-10
Chester	3278.38	251.2	1964-08-11
Daniel	3259.08	218.5	1964-08-12
Robert	4243.53	216.5	1964-08-13
Melissa	4084.90	134.9	1964-08-14
Freddie	4004.50	201.3	1964-08-15
Steven	4486.69	243.5	1964-08-16
Denise	4092.99	154.9	1964-08-17
Dorothy	4003.83	147.6	1964-08-18
Len	4069.00	159.9	1964-08-19
Geoffrey	4230.73	250.1	1964-08-20
James	3654.92	178.6	1964-08-21
Alexis	4008.87	171.4	1964-08-22
Margaret	3414.20	133.3	1964-08-23
Matthew	4030.35	182.4	1964-08-24
Jodie	4269.34	167.2	1964-08-25
Sandra	3565.66	207.2	1964-08-26
Sandra	3702.42	176.4	1964-08-27
Heather	4147.34	219.6	1964-08-28
Carl	3392.26	187.9	1964-08-29
Harold	3334.84	239.8	1964-08-30
Bradley	4154.60	148.9	1964-08-31
Sonia	3963.33	163.7	1964-09-01
Michael	4012.46	178.6	1964-09-02
Kevin	4240.39	196.9	1964-09-03
Eugene	4004.10	144.8	1964-09-04
Jamie	4107.47	173.4	1964-09-05
Marty	3195.68	195.4	1964-09-06
Delores	4298.16	143	1964-09-07
Opal	3384.04	173.6	1964-09-08
Stacy	3030.76	174.5	1964-09-09
Benjamin	3420.51	215.8	1964-09-10
Darryl	3359.06	137.7	1964-09-11
Mark	3982.89	161	1964-09-12
Clarence	3380.23	222.9	1964-09-13
Candice	3470.06	125	1964-09-14
Audrey	4682.40	176.2	1964-09-15
Robert	4491.93	204.6	1964-09-16
Wilford	4242.70	222.6	1964-09-17
Sylvia	4158.34	171.8	1964-09-18
Robin	3036.36	169.8	1964-09-19
Brenda	4105.42	143.4	1964-09-20
Robyn	4240.60	117.7	1964-09-21
Daniel	4754.66	230.1	1964-09-22
David	4079.59	139.9	1964-09-23
Maria	4242.94	167.9	1964-09-24
Brenda	3776.72	164.8	1964-09-25
Jennifer	3940.85	141.9	1964-09-26
Patricia	4313.45	133.5	1964-09-27
William	4222.82	218.7	1964-09-28
Saul	3889.85	227	1964-09-29
Marie	4257.17	235.4	1964-09-30
Charles	4046.77	178	1964-10-01
Philip	2982.31	245.5	1964-10-02
Jamie	4268.61	228.8	1964-10-03
Kevin	4486.97	183	1964-10-04
William	2999.18	203.7	1964-10-05
Cynthia	4074.89	114.6	1964-10-06
Nancy	3401.84	135.5	1964-10-07
Debora	4001.38	189.6	1964-10-08
Rosina	3474.40	115.3	1964-10-09
Margaret	4248.91	171.8	1964-10-10
Kimberly	2994.97	167.2	1964-10-11
Julie	3894.52	125.4	1964-10-12
Jim	6118.68	204.6	1964-10-13
Marcia	4175.69	189.9	1964-10-14
Rhonda	3404.96	146.3	1964-10-15
Adam	4177.30	197.1	1964-10-16
Sue	3886.41	215.4	1964-10-17
Natasha	4691.96	123.9	1964-10-18
Victoria	4103.10	148.1	1964-10-19
Thomas	3660.18	151.4	1964-10-20
John	3588.87	126.9	1964-10-21
Tasha	2950.13	195.6	1964-10-22
Brian	3873.18	137.5	1964-10-23
Florence	3272.35	151.1	1964-10-24
Todd	3912.87	176.2	1964-10-25
Kim	4221.58	135.7	1964-10-26
Guy	3590.25	133.8	1964-10-27
Bradley	3906.71	138.6	1964-10-28
Jason	3238.35	198.2	1964-10-29
Jose	3407.92	169.4	1964-10-30
Marie	3532.67	195.6	1964-10-31
Geneva	3735.94	150.5	1964-11-01
Joseph	3847.08	148.3	1964-11-02
Anna	4176.97	170.5	1964-11-03
Scott	3512.02	252.3	1964-11-04
Jenny	2624.84	117.3	1964-11-05
Janice	3768.71	118.6	1964-11-06
Maria	2562.62	227.9	1964-11-07
Melanie	3915.04	197.6	1964-11-08
Margaret	4243.68	142.3	1964-11-09
Donna	4007.38	132.9	1964-11-10
Ruth	2603.84	224.4	1964-11-11
James	3025.17	165.4	1964-11-12
Nick	4066.57	165.9	1964-11-13
Allen	4046.01	119.2	1964-11-14
Ethel	3816.35	178.9	1964-11-15
Clay	3390.71	153.6	1964-11-16
Carmen	3399.26	178.6	1964-11-17
Arnulfo	3380.33	208.1	1964-11-18
Jesse	3570.86	200.4	1964-11-19
James	3500.72	185.7	1964-11-20
Ashley	4001.05	192.7	1964-11-21
Edgar	3978.38	194.5	1964-11-22
Robert	4750.95	163.2	1964-11-23
Theresa	2594.17	147.2	1964-11-24
Marvin	2983.96	177.5	1964-11-25
Joshua	3671.66	209.4	1964-11-26
Sue	3413.81	159.7	1964-11-27
Lenora	3310.31	155.3	1964-11-28
Pamela	4414.07	138.2	1964-11-29
Mary	3996.76	130.7	1964-11-30
Ray	3379.85	149.8	1964-12-01
Lois	4056.26	127.2	1964-12-02
Eugenia	4508.16	115.3	1964-12-03
Vicki	4082.29	217.6	1964-12-04
Jason	3672.04	229.2	1964-12-05
Brian	3985.00	137.5	1964-12-06
Kim	4009.08	162.1	1964-12-07
David	4114.58	229.2	1964-12-08
Lacey	3294.86	153.1	1964-12-09
Frank	3970.81	138.6	1964-12-10
Matthew	3401.49	189	1964-12-11
Linda	4057.40	221.5	1964-12-12
Penny	4226.21	184.4	1964-12-13
Minnie	3635.58	124.1	1964-12-14
Jo	3517.71	129.6	1964-12-15
Wallace	4065.56	173.6	1964-12-16
Edward	4076.40	237.8	1964-12-17
Andrew	3403.76	248.2	1964-12-18
Robert	4190.95	186.8	1964-12-19
Jordan	4139.20	222.9	1964-12-20
Keith	3388.97	171.6	1964-12-21
Gregory	3741.15	222.4	1964-12-22
Amber	4747.64	177.8	1964-12-23
Kathy	4157.74	218.2	1964-12-24
Eddie	3481.14	162.8	1964-12-25
Arleen	3486.40	140.1	1964-12-26
Charles	3474.75	208.6	1964-12-27
Jean	3654.78	164.6	1964-12-28
Shirley	3402.72	131.8	1964-12-29
Kenneth	4093.47	174.2	1964-12-30
Brenda	3873.23	132	1964-12-31
John	3434.12	213.6	1965-01-01
Bruce	4369.59	178.2	1965-01-02
Tasha	2975.19	153.3	1965-01-03
Omar	4259.16	137.7	1965-01-04
Peter	4136.81	168.7	1965-01-05
Modesta	2974.17	195.1	1965-01-06
James	3909.66	133.3	1965-01-07
David	3403.57	172.5	1965-01-08
Kimberley	3969.00	120.8	1965-01-09
Judy	3477.26	203.7	1965-01-10
Reid	4244.52	134.4	1965-01-11
Debbie	4739.02	173.8	1965-01-12
Clarence	3390.97	224.8	1965-01-13
Armando	4008.33	150.3	1965-01-14
Bradley	3123.55	213.6	1965-01-15
Elmer	3897.93	140.1	1965-01-16
Carla	3780.88	209.7	1965-01-17
Bessie	3898.36	131.6	1965-01-18
Bernard	2835.69	161.7	1965-01-19
Noah	4228.06	182.4	1965-01-20
Kenneth	3789.44	153.1	1965-01-21
Jay	4562.49	221.5	1965-01-22
Robert	3900.54	186.3	1965-01-23
Freddy	4337.42	226.6	1965-01-24
Karin	3864.86	166.3	1965-01-25
Sarah	4000.00	189	1965-01-26
Don	4038.14	178	1965-01-27
Ismael	4372.43	167	1965-01-28
Antonio	3123.64	179.3	1965-01-29
Chris	4603.46	162.4	1965-01-30
Robert	3524.21	228.8	1965-01-31
Stephen	3458.96	192.1	1965-02-01
Odilia	3542.46	199.5	1965-02-02
Joseph	3616.71	160.2	1965-02-03
Joshua	3922.14	179.1	1965-02-04
Gerald	3896.75	193.8	1965-02-05
Margaret	4302.07	222	1965-02-06
Marvin	4114.41	209	1965-02-07
Ralph	4245.42	179.7	1965-02-08
Jamel	3014.01	142.8	1965-02-09
Joan	2639.49	173.1	1965-02-10
John	3956.11	203.7	1965-02-11
Maria	2143.31	200.2	1965-02-12
Flo	4373.76	218.2	1965-02-13
Stacy	3816.51	121.7	1965-02-14
Joshua	4203.47	184.6	1965-02-15
Diane	4798.83	164.1	1965-02-16
George	4256.40	144.3	1965-02-17
Tammy	4315.05	153.3	1965-02-18
James	3031.11	224.8	1965-02-19
Noel	3185.14	210.3	1965-02-20
Tamra	4152.90	224.2	1965-02-21
Marvin	3926.92	135.3	1965-02-22
William	3342.74	219.8	1965-02-23
Tom	4053.79	133.5	1965-02-24
Donald	4076.67	192.3	1965-02-25
Monica	4709.15	184.8	1965-02-26
Darryl	4167.06	202.2	1965-02-27
Brian	3385.31	202.6	1965-02-28
Mark	3976.12	242.7	1965-03-01
William	3983.46	193.4	1965-03-02
John	3281.36	157.3	1965-03-03
Joseph	3957.99	176	1965-03-04
Bernard	3624.87	154	1965-03-05
Timothy	3003.12	237.4	1965-03-06
Jessie	3956.15	231.7	1965-03-07
Nelson	3971.80	216.7	1965-03-08
Rhonda	3445.03	219.1	1965-03-09
Bryan	4539.09	172.7	1965-03-10
Frank	3322.55	236.5	1965-03-11
Irene	3360.73	119	1965-03-12
Alan	3378.72	198	1965-03-13
Meghan	4271.09	117.7	1965-03-14
Roy	3301.44	132.4	1965-03-15
Bobbie	4016.68	183.9	1965-03-16
Elaine	3772.34	203.9	1965-03-17
Joshua	3282.87	217.8	1965-03-18
Lisa	3840.93	207.7	1965-03-19
Jamie	3970.99	193.2	1965-03-20
Barbara	4162.17	107.6	1965-03-21
Charles	4069.92	182.6	1965-03-22
John	3038.64	210.1	1965-03-23
Evelyn	4063.68	196.9	1965-03-24
Norma	4028.48	195.4	1965-03-25
George	4319.82	155.3	1965-03-26
Carlos	3459.21	241.3	1965-03-27
Susan	4744.35	126.9	1965-03-28
Gerald	3272.91	216.7	1965-03-29
Stephen	3520.89	192.7	1965-03-30
Betty	4074.92	194.5	1965-03-31
Annette	3728.26	147.6	1965-04-01
Russell	3414.71	225.3	1965-04-02
Ramon	4097.17	158.2	1965-04-03
Billie	3277.47	191.6	1965-04-04
Mary	3920.80	185.9	1965-04-05
Sandy	4086.03	212.7	1965-04-06
Mark	3918.61	149.2	1965-04-07
Alicia	2632.03	128	1965-04-08
Gabriel	2981.03	180.2	1965-04-09
David	3373.27	239.8	1965-04-10
Samuel	3243.89	152.5	1965-04-11
Ruby	4247.47	225.3	1965-04-12
Catherine	3385.72	203.5	1965-04-13
Peggy	3863.67	142.3	1965-04-14
Peggy	4080.14	122.5	1965-04-15
Mark	3974.73	203.7	1965-04-16
Mary	4069.45	196.7	1965-04-17
Shawn	3993.75	241.8	1965-04-18
Rhonda	2721.33	197.1	1965-04-19
Willa	3410.00	190.3	1965-04-20
Stephan	4269.95	161.5	1965-04-21
Edna	3968.65	152.9	1965-04-22
Daniel	4040.50	200	1965-04-23
Vanessa	4363.09	191.8	1965-04-24
Alexandra	3378.95	138.2	1965-04-25
Cesar	3284.14	134.2	1965-04-26
Joanne	3658.32	204.6	1965-04-27
Sherri	4346.48	162.6	1965-04-28
Theresa	4777.08	170.7	1965-04-29
Merlene	4218.67	167.2	1965-04-30
Carolina	4427.20	153.8	1965-05-01
Virginia	3675.71	224.6	1965-05-02
Buck	2977.76	202.4	1965-05-03
Amy	3037.62	215.8	1965-05-04
Tammy	3942.61	138.2	1965-05-05
Frank	3927.16	193.4	1965-05-06
Retha	3905.20	170.1	1965-05-07
William	4075.72	150.5	1965-05-08
Sandy	3020.81	217.1	1965-05-09
Paula	4178.41	201.1	1965-05-10
Adelina	3323.12	205	1965-05-11
Christopher	3354.48	172	1965-05-12
Lois	3913.46	128.5	1965-05-13
Cassandra	2941.25	227.7	1965-05-14
Dennis	4274.81	233.6	1965-05-15
Thomas	4554.20	197.8	1965-05-16
Larry	3746.64	152.5	1965-05-17
Derrick	3968.93	229	1965-05-18
Clyde	3498.14	166.8	1965-05-19
Jeffrey	4762.62	236.1	1965-05-20
George	3560.04	245.5	1965-05-21
Paul	2977.68	182.6	1965-05-22
Timothy	4316.29	222.4	1965-05-23
Rhonda	4112.59	188.5	1965-05-24
James	4061.63	183.9	1965-05-25
Donna	3884.97	146.7	1965-05-26
Todd	4177.72	158.8	1965-05-27
Timothy	3832.81	187.2	1965-05-28
Jeffrey	4249.54	211.9	1965-05-29
Ronald	2958.20	154.4	1965-05-30
Crystal	3929.76	176.2	1965-05-31
Jennifer	3619.44	160.2	1965-06-01
Michele	3622.07	143.7	1965-06-02
Juanita	4083.42	184.1	1965-06-03
Allen	4071.37	148.9	1965-06-04
Krystal	4747.70	118.6	1965-06-05
Karen	4194.71	197.1	1965-06-06
Clara	3981.78	151.4	1965-06-07
Wilson	3893.57	209	1965-06-08
Rosa	3562.07	117.3	1965-06-09
Richard	4025.59	178	1965-06-10
Jerome	3858.86	157.1	1965-06-11
Ossie	3133.03	208.3	1965-06-12
Jeffrey	4765.22	232.5	1965-06-13
Erin	3882.03	122.8	1965-06-14
Courtney	3975.28	242.4	1965-06-15
Estella	3000.78	209.4	1965-06-16
Shirley	3615.37	169.8	1965-06-17
Virginia	3232.71	160.6	1965-06-18
Fred	3400.01	223.7	1965-06-19
Ronald	2954.53	143.9	1965-06-20
Maria	3398.90	141.7	1965-06-21
Diana	4660.04	111.3	1965-06-22
Marcus	3740.68	229	1965-06-23
John	4176.08	160.4	1965-06-24
Carmen	3986.93	158.2	1965-06-25
Dolores	3895.60	181.7	1965-06-26
Nicholas	4264.75	194.9	1965-06-27
Will	4033.98	160.2	1965-06-28
Celina	3540.08	169	1965-06-29
Kristina	3287.21	208.1	1965-06-30
Felix	3618.71	187.9	1965-07-01
Ellen	4320.35	129.6	1965-07-02
Roland	3400.36	201.7	1965-07-03
Rebecca	3394.47	192.9	1965-07-04
Mary	3926.86	164.8	1965-07-05
Jeffry	2973.83	179.5	1965-07-06
Brenda	3562.23	134	1965-07-07
Dana	3365.74	183.7	1965-07-08
Shirley	3851.58	186.1	1965-07-09
Albert	3404.23	191.6	1965-07-10
Germaine	4000.93	174.5	1965-07-11
Raymond	2806.77	115.1	1965-07-12
Tanisha	3899.78	186.6	1965-07-13
Sarah	4769.25	227.5	1965-07-14
Douglas	2816.38	244	1965-07-15
John	4068.21	194.9	1965-07-16
Pamela	3885.36	138.8	1965-07-17
Marty	3385.51	167.6	1965-07-18
Bethany	4681.26	128.9	1965-07-19
Kathleen	2986.15	203.9	1965-07-20
Thomas	4179.96	150.5	1965-07-21
Mary	4633.28	206.4	1965-07-22
Derrick	3437.00	178.2	1965-07-23
Chantel	3916.30	142.3	1965-07-24
Shayne	4082.97	191.2	1965-07-25
Chong	3802.14	149.8	1965-07-26
Julio	3466.47	196.5	1965-07-27
Patricia	3886.90	191.2	1965-07-28
Tamiko	4337.33	183.7	1965-07-29
Marilyn	4622.99	135.3	1965-07-30
Hyun	3786.76	135.5	1965-07-31
Lynne	4730.20	164.6	1965-08-01
Jennifer	3285.99	199.5	1965-08-02
Roy	3341.26	191	1965-08-03
Danielle	3409.61	201.7	1965-08-04
John	4038.33	212.5	1965-08-05
Jennifer	4005.52	124.1	1965-08-06
Cayla	4080.37	207.5	1965-08-07
Amanda	4157.06	147.8	1965-08-08
Jason	3768.56	178	1965-08-09
Wayne	3077.74	179.5	1965-08-10
Edward	2897.30	187.4	1965-08-11
Carol	4108.92	194.3	1965-08-12
Alan	3868.93	180.2	1965-08-13
Matthew	4068.83	232.5	1965-08-14
Jeremy	4041.40	223.7	1965-08-15
John	2817.11	212.3	1965-08-16
Becky	4062.62	158	1965-08-17
George	3907.99	149.6	1965-08-18
Ashley	4192.47	142.1	1965-08-19
Mayra	3890.21	163.5	1965-08-20
Samuel	2982.88	209.7	1965-08-21
Suzette	4232.57	191.8	1965-08-22
Alan	3932.93	216.9	1965-08-23
Walter	4741.55	150.9	1965-08-24
Tina	4805.13	201.3	1965-08-25
Helen	3457.52	157.5	1965-08-26
Barbara	4192.66	124.7	1965-08-27
Sheena	2608.41	208.1	1965-08-28
Lori	4006.79	148.5	1965-08-29
Samuel	4351.37	157.5	1965-08-30
Milagros	3817.86	137.1	1965-08-31
Kandis	4445.40	209.2	1965-09-01
Anne	3577.17	164.6	1965-09-02
Leona	3991.13	141.9	1965-09-03
Sarah	3401.97	165.2	1965-09-04
Tiffany	3895.51	191.4	1965-09-05
Alice	3244.68	182.8	1965-09-06
Kim	4103.25	184.6	1965-09-07
Arthur	4111.36	155.1	1965-09-08
Shirley	4224.39	105.6	1965-09-09
Margarita	4238.36	137.7	1965-09-10
Ahmad	3399.63	202.6	1965-09-11
Gary	2975.33	244.6	1965-09-12
Jonathan	3497.99	168.1	1965-09-13
Jean	3508.00	112	1965-09-14
Steven	3966.11	148.5	1965-09-15
Edna	4324.91	181.1	1965-09-16
Ray	4337.28	176.7	1965-09-17
Brandon	3415.97	140.4	1965-09-18
Evelyn	4205.67	119.5	1965-09-19
Kristopher	4082.22	149.4	1965-09-20
James	4176.58	223.5	1965-09-21
Shawna	4042.13	181.9	1965-09-22
Donna	3310.42	136.8	1965-09-23
Sandra	3737.52	201.5	1965-09-24
Virginia	3984.28	129.8	1965-09-25
Edna	3279.87	218.7	1965-09-26
Jeannette	4195.73	147.6	1965-09-27
Douglas	2863.92	200.9	1965-09-28
Susan	3418.53	182.6	1965-09-29
Douglas	4326.44	205	1965-09-30
Christine	3583.65	125.6	1965-10-01
Maria	3411.02	221.3	1965-10-02
James	3887.14	220.9	1965-10-03
Ray	4765.41	142.8	1965-10-04
Terry	3755.59	232.5	1965-10-05
Charles	3975.01	151.4	1965-10-06
Lori	3176.93	112.6	1965-10-07
Susan	3896.64	206.1	1965-10-08
Anna	4077.43	185.7	1965-10-09
Victoria	3865.98	161.3	1965-10-10
Jerry	3734.41	145.2	1965-10-11
David	4166.86	164.1	1965-10-12
Harold	3397.23	196.2	1965-10-13
Tammy	4716.25	141.7	1965-10-14
Jessica	4127.03	212.5	1965-10-15
Daniel	4337.95	207.2	1965-10-16
Chad	3302.47	241.8	1965-10-17
Brenda	4619.41	107.8	1965-10-18
Nancy	4056.86	127.2	1965-10-19
William	3242.13	159.5	1965-10-20
Stella	4766.61	218.7	1965-10-21
Michael	3028.14	151.4	1965-10-22
Jessie	4878.90	207	1965-10-23
Lana	3279.45	212.3	1965-10-24
Sharon	3376.30	213.2	1965-10-25
Cornelius	3580.31	216	1965-10-26
Marie	4005.16	164.8	1965-10-27
Pauline	4361.63	146.1	1965-10-28
Mayra	3824.02	236.9	1965-10-29
Carmela	3246.96	130.2	1965-10-30
Annabel	4077.83	224.6	1965-10-31
Homer	3614.43	196.2	1965-11-01
Dorothy	2595.46	161.5	1965-11-02
Raymond	4072.85	162.6	1965-11-03
Lena	4197.95	134.9	1965-11-04
Jeremy	4505.29	145.6	1965-11-05
Lillie	3998.69	137.7	1965-11-06
Virginia	3275.23	204.6	1965-11-07
Susan	2797.36	160.2	1965-11-08
Thomas	3610.96	187	1965-11-09
Philip	3660.60	205.7	1965-11-10
Samantha	4315.06	130.5	1965-11-11
Alice	3553.06	179.7	1965-11-12
Terri	4665.92	153.1	1965-11-13
Jack	3713.02	132.7	1965-11-14
Donald	4254.69	185.9	1965-11-15
Andrew	4098.51	193.2	1965-11-16
Miranda	3601.87	115.7	1965-11-17
Philip	4477.20	184.8	1965-11-18
James	3001.55	155.1	1965-11-19
Heath	3361.96	228.6	1965-11-20
Tracy	4241.22	220.2	1965-11-21
Danielle	3609.27	197.3	1965-11-22
Elden	3560.63	156.9	1965-11-23
Maxine	4230.51	176.7	1965-11-24
Larry	3175.22	157.7	1965-11-25
Sidney	3584.40	236.3	1965-11-26
Patrick	3990.19	246.2	1965-11-27
Lillian	3991.97	227.9	1965-11-28
Bessie	4180.75	129.4	1965-11-29
Lynn	3593.40	128	1965-11-30
Maurice	3411.72	209.7	1965-12-01
Delilah	4065.29	137.1	1965-12-02
Robert	3723.10	202.2	1965-12-03
Mark	4297.98	162.4	1965-12-04
Maria	3423.88	101.9	1965-12-05
Julie	3386.29	113.5	1965-12-06
Cherry	3374.99	161.7	1965-12-07
James	3004.40	228.8	1965-12-08
Kent	4042.09	191.4	1965-12-09
James	4049.68	202.8	1965-12-10
Brian	4001.50	150.5	1965-12-11
Matilda	4125.04	123.6	1965-12-12
Donald	3944.80	209	1965-12-13
Alicia	3929.02	154.2	1965-12-14
Anna	3896.99	159.5	1965-12-15
Ruth	3294.43	205.5	1965-12-16
Marisa	3876.34	225.1	1965-12-17
Jack	3748.07	138.4	1965-12-18
Kevin	4060.83	185.9	1965-12-19
Ellis	4082.69	229.7	1965-12-20
Willie	3224.00	211.4	1965-12-21
Matthew	3018.17	200.6	1965-12-22
Miriam	3399.12	190.1	1965-12-23
Sheila	3115.01	183.9	1965-12-24
Josefina	4268.03	164.8	1965-12-25
Joyce	4142.80	158.6	1965-12-26
Richard	3482.48	190.3	1965-12-27
Dorothy	3482.48	151.1	1965-12-28
Heather	2967.67	213.2	1965-12-29
Eugene	3772.24	230.1	1965-12-30
Kathleen	4257.63	172.9	1965-12-31
Amy	3988.34	188.8	1966-01-01
William	3970.42	187.7	1966-01-02
Jason	4085.66	236.1	1966-01-03
Sarah	4076.29	168.7	1966-01-04
Edwin	3223.79	202	1966-01-05
Marlene	4273.48	130.2	1966-01-06
Lillian	3888.91	109.1	1966-01-07
Cathy	3365.60	218.2	1966-01-08
Lois	4066.46	181.5	1966-01-09
Annie	4090.63	207.5	1966-01-10
Dean	4214.48	199.5	1966-01-11
Ronald	4297.56	219.1	1966-01-12
Gwendolyn	3537.89	201.1	1966-01-13
Laura	4207.62	200.4	1966-01-14
Shari	3659.36	137.9	1966-01-15
Edith	3371.71	154.4	1966-01-16
Melvin	3289.00	208.3	1966-01-17
David	3393.19	216.3	1966-01-18
Dylan	4186.11	191.8	1966-01-19
Yvonne	2805.78	215.2	1966-01-20
Kimberly	4322.18	182.8	1966-01-21
Ermelinda	3978.85	214.5	1966-01-22
Ricky	4094.50	204.8	1966-01-23
Daniel	4369.13	149.8	1966-01-24
Anthony	3983.33	164.1	1966-01-25
Jerry	4288.54	172.5	1966-01-26
Thelma	3274.95	145.2	1966-01-27
Kim	3733.37	154.9	1966-01-28
Elvira	4202.51	204.6	1966-01-29
Tracey	3402.86	147.8	1966-01-30
Kenneth	4287.42	222.9	1966-01-31
Garry	2787.71	181.5	1966-02-01
Henry	4033.64	163.7	1966-02-02
Darla	3548.02	114.2	1966-02-03
James	4183.74	217.6	1966-02-04
Edwin	4119.04	231.4	1966-02-05
Catherine	3866.85	220	1966-02-06
Noe	2912.25	157.1	1966-02-07
Susanne	2589.67	152.2	1966-02-08
Joel	3395.92	178.9	1966-02-09
Ruth	4060.49	181.9	1966-02-10
Sharon	3687.09	196.9	1966-02-11
